,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Maintenance
883,8250,65,61384,Petrol,110,1,0,1600,3,1050,10250
884,9950,58,61343,Petrol,110,1,0,1600,5,1075,11950
885,9950,62,61254,Petrol,110,0,0,1600,5,1075,11950
886,10500,59,61166,Petrol,110,1,0,1600,3,1050,12500
887,9750,62,61149,Petrol,86,1,0,1300,5,1040,11750
888,11250,61,61144,Petrol,110,1,0,1600,5,1090,13250
889,8900,59,61127,Petrol,110,1,0,1600,3,1050,10900
890,7950,60,61100,,86,1,0,1300,3,1015,9950
891,11500,68,61100,Petrol,110,1,0,1600,5,1075,13500
892,9450,57,61000,Petrol,110,,0,1600,3,1050,11450
893,7995,65,60724,Petrol,86,1,0,1300,3,1015,9995
894,10995,59,60708,Petrol,86,1,0,1300,5,1045,12995
895,8950,61,60532,Petrol,110,1,0,1600,3,1050,10950
896,8250,,60000,Petrol,86,0,1,1300,4,1030,10250
897,8950,66,60000,Petrol,86,1,0,1300,3,1015,10950
898,8950,65,60000,,86,1,0,1300,3,1015,10950
899,9500,62,59295,,86,0,0,1300,5,1035,11500
900,7500,65,59264,Petrol,86,0,0,1300,3,1015,9500
901,8950,63,59000,Petrol,110,0,0,1600,3,1050,10950
902,9950,63,59000,Petrol,86,1,0,1300,5,1035,11950
903,9750,65,59000,Petrol,110,0,0,1600,5,1075,11750
904,9450,61,59000,Petrol,110,1,0,1600,5,1070,11450
905,9950,65,59000,,110,0,0,1600,3,1050,11950
906,9750,68,58860,Petrol,110,1,0,1600,3,1055,11750
907,8950,65,58829,Petrol,110,0,0,1600,3,1050,10950
908,8250,66,58654,Petrol,110,1,0,1600,5,1070,10250
909,7750,65,58300,Petrol,86,1,0,1300,3,1015,9750
910,8950,60,58269,Petrol,110,,0,1600,3,1050,10950
911,9950,64,58136,Petrol,110,1,0,1600,5,1075,11950
912,9450,66,58113,Petrol,107,1,1,1600,3,1085,11450
913,12950,67,58058,Petrol,110,1,0,1600,3,1065,14950
914,9950,58,58000,Petrol,110,1,0,1600,3,1050,11950
915,10495,62,58000,Petrol,110,1,0,1600,3,1065,12495
916,7950,68,57565,Petrol,86,,0,1300,5,1035,9950
917,10500,63,57413,Petrol,107,0,1,1600,5,1115,12500
918,8950,65,57374,Petrol,110,1,0,1600,5,1075,10950
919,9900,62,57179,Petrol,110,1,0,1600,5,1075,11900
920,9995,61,57169,Petrol,110,1,0,1600,3,1065,11995
921,9950,63,57124,Petrol,110,1,0,1600,3,1065,11950
922,9950,63,57000,Petrol,110,,0,1600,3,1050,11950
923,8250,67,57000,Petrol,110,0,0,1600,3,1050,10250
924,9950,63,57000,Petrol,86,1,0,1300,5,1035,11950
925,8950,59,56259,Petrol,86,0,0,1300,3,1015,10950
926,10950,62,56209,Petrol,107,1,1,1600,3,1080,12950
927,9250,67,56074,Petrol,86,0,0,1300,4,1000,11250
928,9950,63,55942,Petrol,110,1,0,1600,5,1070,11950
929,9995,57,55844,Petrol,86,1,0,1300,5,1045,11995
930,8750,61,55747,Petrol,86,0,0,1300,3,1020,10750
931,10950,58,55478,Petrol,86,0,0,1300,5,1045,12950
932,10350,,55085,Petrol,107,0,1,1600,5,1105,12350
933,9950,65,55061,Petrol,110,1,0,1600,5,1070,11950
934,8950,65,55000,Petrol,86,1,0,1300,3,1015,10950
935,10950,57,55000,Petrol,110,0,0,1600,5,1075,12950
936,10950,63,54936,Petrol,110,1,0,1600,5,1075,12950
937,8950,68,54875,Petrol,110,1,0,1600,5,1070,10950
938,8900,67,54847,Petrol,110,0,0,1600,3,1050,10900
939,10250,60,54554,Petrol,110,,0,1600,3,1065,12250
940,9450,61,54125,Petrol,110,1,0,1600,5,1035,11450
941,9250,61,54000,Petrol,110,1,0,1600,3,1055,11250
942,10500,57,54000,Petrol,110,1,0,1600,5,1075,12500
943,7350,58,54000,Petrol,86,0,0,1300,5,1035,9350
944,10250,57,54000,Petrol,110,1,0,1600,3,1135,12250
945,10250,62,53285,Petrol,110,1,0,1600,5,1075,12250
946,11500,65,53053,,110,1,0,1600,5,1075,13500
947,8950,68,53000,Petrol,110,1,1,1587,3,1075,10950
948,7750,,53000,Petrol,86,0,0,1300,3,1015,9750
949,9500,64,52968,Petrol,110,1,0,1600,3,1050,11500
950,8450,67,52800,Petrol,86,1,0,1300,3,1015,10450
951,8950,57,52548,Petrol,110,0,0,1600,3,1050,10950
952,8400,60,52487,Petrol,110,1,0,1600,4,1035,10400
953,9250,66,52383,Petrol,86,0,0,1300,3,1015,11250
954,8900,61,52112,Petrol,110,1,0,1600,4,1035,10900
955,8750,58,51712,Petrol,110,0,0,1600,3,1050,10750
956,10950,58,51421,Petrol,110,0,1,1600,5,1105,12950
957,8950,61,51235,Petrol,86,1,0,1300,4,1000,10950
958,8950,65,51000,,86,1,0,1300,3,1015,10950
959,8895,61,50925,Petrol,110,1,0,1600,5,1070,10895
960,9390,66,50806,Petrol,86,0,0,1300,3,1480,11390
961,8750,59,50469,Petrol,110,1,0,1600,5,1070,10750
962,9750,61,50173,Petrol,110,1,0,1600,5,1075,11750
963,9950,62,50000,Petrol,110,1,0,1600,5,1075,11950
964,10950,65,49942,,110,0,0,1600,3,1065,12950
965,9900,67,49585,Petrol,110,0,0,1600,5,1085,11900
966,9500,62,49258,Petrol,110,1,0,1600,4,1035,11500
967,9950,61,49000,Petrol,110,0,0,1600,3,1050,11950
968,9950,63,48738,Petrol,110,0,0,1600,5,1055,11950
969,10500,62,47750,Petrol,86,1,0,1300,5,1040,12500
970,9950,63,47612,Petrol,86,0,0,1300,3,1015,11950
971,10495,68,47500,Petrol,86,,0,1300,5,1035,12495
972,9500,,47237,Petrol,110,0,0,1600,3,1050,11500
973,8500,58,47171,Petrol,86,1,0,1300,3,1015,10500
974,10450,60,47060,Petrol,110,0,0,1600,4,1035,12450
975,8950,65,47014,Petrol,86,,0,1300,3,1015,10950
976,9900,59,46929,Petrol,86,1,0,1300,3,1025,11900
977,8900,,46000,Petrol,86,0,0,1300,5,1035,10900
978,8745,65,45681,Petrol,110,0,0,1600,3,1050,10745
979,8750,65,45549,Petrol,86,,0,1300,3,1015,10750
980,10750,57,45000,Petrol,110,1,0,1600,5,1050,12750
981,9750,57,45000,,110,1,0,1600,3,1050,11750
982,8850,65,45000,Petrol,110,0,0,1600,5,1075,10850
983,7950,66,45000,Petrol,86,1,0,1300,5,1035,9950
984,9450,63,45000,Petrol,110,1,0,1600,4,1035,11450
985,9950,61,45000,Petrol,107,0,1,1600,3,1085,11950
986,8250,63,44944,Petrol,110,,0,1600,4,1035,10250
987,9950,61,44597,Petrol,86,,0,1300,3,1015,11950
988,9995,,44458,Petrol,86,0,0,1300,3,1015,11995
989,9950,59,43818,Petrol,110,0,0,1600,5,1070,11950
990,10495,60,43426,Petrol,110,1,0,1600,5,1070,12495
991,7950,,43000,,110,,1,1600,4,1114,9950
992,8950,68,43000,Petrol,110,1,0,1600,5,1035,10950
993,9695,57,43000,Petrol,110,0,0,1600,5,1075,11695
994,7750,64,43000,Petrol,86,,0,1300,3,1015,9750
995,9950,68,42750,,110,,0,1600,3,1050,11950
996,9950,67,42102,Petrol,110,,0,1600,5,1075,11950
997,9950,63,41586,Petrol,110,1,0,1600,5,1114,11950
998,9900,64,41200,Petrol,110,,0,1600,5,1070,11900
999,10950,57,40214,Petrol,86,0,0,1300,3,1025,12950
1000,8950,60,40000,Petrol,86,1,0,1300,4,1000,10950
1001,8950,66,39222,,86,1,1,1300,3,1045,10950
1002,8250,66,39144,Petrol,110,1,0,1600,3,1050,10250
1003,10250,62,39000,Petrol,110,1,0,1600,5,1075,12250
1004,8750,61,38019,Petrol,110,1,0,1600,5,1070,10750
1005,9750,,37759,Petrol,110,1,0,1600,5,1070,11750
1006,10950,61,37500,Petrol,110,0,0,1600,5,1085,12950
1007,10950,60,37111,Petrol,110,1,0,1600,3,1050,12950
1008,9750,62,37000,Petrol,86,0,0,1300,3,1015,11750
1009,8900,59,36954,Petrol,110,1,0,1600,3,1050,10900
1010,9500,60,36943,Petrol,110,0,0,1600,5,1070,11500
1011,9950,63,36923,Petrol,86,0,0,1300,5,1050,11950
1012,9950,66,36658,Petrol,110,0,0,1600,3,1050,11950
1013,8250,65,36000,Petrol,86,1,0,1300,3,1015,10250
1014,10450,65,36000,Petrol,110,,0,1600,3,1065,12450
1015,10950,62,35512,Petrol,110,1,0,1600,3,1065,12950
1016,9250,65,35283,Petrol,86,1,0,1300,3,1015,11250
1017,8900,68,35000,Petrol,110,1,0,1600,3,1050,10900
1018,10900,57,35000,Petrol,86,1,0,1300,5,1045,12900
1019,9750,64,34114,Petrol,110,0,0,1600,3,1050,11750
1020,11950,58,34000,Petrol,110,0,0,1600,5,1075,13950
1021,7900,68,33847,Petrol,86,1,0,1300,4,1000,9900
1022,10900,57,33535,Petrol,110,0,0,1600,4,1035,12900
1023,10450,65,33000,Petrol,110,0,0,1600,3,1050,12450
1024,10950,59,32150,Petrol,110,1,0,1600,5,1085,12950
1025,9950,65,31588,Petrol,86,1,0,1300,3,1015,11950
1026,10750,,31480,Petrol,110,1,0,1600,3,1065,12750
1027,9900,57,31307,Petrol,110,1,0,1600,5,1070,11900
1028,10750,68,31000,Petrol,110,1,0,1600,4,1035,12750
1029,10450,58,30634,Petrol,110,1,0,1600,5,1075,12450
1030,9450,68,30300,Petrol,86,1,0,1300,4,1000,11450
1031,10750,60,28500,,86,1,1,1300,3,1045,12750
1032,10950,60,28500,Petrol,110,0,0,1600,5,1075,12950
1033,10000,57,28000,Petrol,86,,0,1300,3,1015,12000
1034,10500,68,26698,Petrol,110,0,0,1600,3,1055,12500
1035,12500,62,26000,Petrol,107,,1,1600,3,1085,14500
1036,8950,62,25505,Petrol,86,1,0,1300,5,1035,10950
1037,10500,58,25000,Petrol,110,1,0,1600,5,1075,12500
1038,9245,66,22835,Petrol,110,1,0,1600,3,1050,11245
1039,10950,59,22705,,110,1,0,1600,5,1075,12950
1040,9500,,22178,Petrol,86,1,0,1300,3,1015,11500
1041,10900,62,17345,,110,1,0,1600,3,1050,12900
1042,10950,67,15535,Petrol,86,,1,1300,4,1030,12950
1043,9450,66,15110,Petrol,86,0,0,1300,5,1035,11450
1044,5900,73,232940,Diesel,72,0,0,2000,5,1172,7900
1045,6950,79,218118,Diesel,72,0,0,2000,5,1150,8950
1046,6000,78,217764,Diesel,72,1,0,2000,5,1135,8000
1047,5250,79,207114,CNG,110,1,0,1600,5,1114,7250
1048,4400,74,203254,Diesel,72,1,0,2000,3,1135,6400
1049,6750,77,,Diesel,72,1,0,2000,4,1100,8750
1050,8500,69,197501,Diesel,72,0,0,2000,5,1135,10500
1051,6150,80,194765,Diesel,72,0,0,2000,3,1120,8150
1052,6950,76,191620,Diesel,72,0,0,2000,5,1150,8950
1053,5750,76,183277,Diesel,72,0,0,2000,3,1115,7750
1054,8750,78,180378,,72,1,0,2000,4,1100,10750
1055,6500,70,178800,Diesel,72,0,0,2000,3,1115,8500
1056,5950,73,176177,Petrol,110,,0,1600,5,1075,7950
1057,6500,78,176000,Petrol,86,0,0,1300,5,1035,8500
1058,10500,77,172980,Diesel,72,,0,2000,5,1135,12500
1059,8500,77,170000,Diesel,72,0,0,2000,4,1100,10500
1060,7950,71,164000,Petrol,110,1,0,1600,3,1050,9950
1061,5800,78,161775,Petrol,86,,0,1300,3,1015,7800
1062,6750,80,160000,Petrol,86,0,0,1300,3,1015,8750
1063,6950,78,159968,Diesel,72,0,0,2000,3,1115,8950
1064,5740,74,159908,Petrol,110,0,0,1600,3,1050,7740
1065,6550,73,158492,Petrol,86,0,0,1300,3,1015,8550
1066,8950,69,156204,Diesel,72,1,0,2000,3,1115,10950
1067,6750,73,156169,Petrol,86,1,0,1300,5,1035,8750
1068,7950,78,155210,Petrol,110,0,0,1600,3,1050,9950
1069,7950,69,155000,Diesel,72,0,0,2000,3,1115,9950
1070,7450,76,154900,Diesel,72,1,0,2000,5,1140,9450
1071,7750,70,151300,Diesel,72,1,0,2000,5,1150,9750
1072,6450,71,151000,CNG,110,1,0,1600,5,1094,8450
1073,7900,75,150000,Diesel,72,1,0,2000,3,1135,9900
1074,6900,69,146304,Diesel,72,,0,2000,3,1115,8900
1075,5600,75,146197,Petrol,86,0,0,1300,3,1015,7600
1076,5950,77,145996,Petrol,110,0,0,1600,4,1035,7950
1077,6950,80,143560,Petrol,86,1,1,1300,3,1045,8950
1078,7950,71,139145,Diesel,73,0,0,2000,2,1115,9950
1079,8950,,138500,Petrol,86,0,0,1300,5,1050,10950
1080,7950,74,137741,Diesel,90,1,0,2000,5,1135,9950
1081,9500,80,137178,Diesel,90,1,0,2000,5,1135,11500
1082,8600,,134889,Diesel,72,1,0,2000,3,1115,10600
1083,5950,71,134660,Diesel,72,0,0,2000,5,1135,7950
1084,7750,73,134539,Petrol,110,,0,1600,5,1070,9750
1085,7950,79,131500,Diesel,72,0,0,2000,5,1140,9950
1086,6950,77,131307,Petrol,110,,0,1600,3,1050,8950
1087,7250,74,130025,Petrol,110,1,0,1600,3,1050,9250
1088,6500,78,130000,Petrol,86,,0,1300,5,1015,8500
1089,7250,77,128960,Petrol,110,1,0,1600,5,1070,9250
1090,9250,80,128351,,110,1,0,1600,5,1070,11250
1091,8250,73,128006,Petrol,110,1,0,1600,3,1050,10250
1092,7250,71,127159,Diesel,72,1,0,2000,3,1115,9250
1093,5250,72,126478,Petrol,110,1,0,1600,4,1035,7250
1094,7900,77,126000,Petrol,110,1,0,1600,5,1050,9900
1095,6900,76,125778,Petrol,110,0,0,1600,3,1050,8900
1096,7900,75,125400,Petrol,110,0,0,1600,3,1050,9900
1097,7250,74,124910,Diesel,72,0,0,2000,5,1135,9250
1098,8450,70,124743,Petrol,110,1,0,1600,3,1050,10450
1099,7950,,124591,Petrol,110,1,0,1600,5,1075,9950
1100,7950,74,124057,Petrol,110,1,0,1600,3,1050,9950
1101,6450,72,123403,Petrol,110,1,0,1600,3,1050,8450
1102,6650,75,123104,Petrol,110,1,0,1600,5,1070,8650
1103,7950,74,123077,Petrol,86,,0,1300,3,1015,9950
1104,7250,80,122820,Petrol,86,0,0,1300,5,1040,9250
1105,7450,77,122290,Petrol,110,0,0,1600,3,1050,9450
1106,7950,74,121900,Petrol,110,1,0,1600,4,1035,9950
1107,7250,,121545,Petrol,110,1,0,1600,5,1070,9250
1108,8250,71,120474,Diesel,72,,0,2000,3,1115,10250
1109,8950,76,120263,Diesel,72,1,0,2000,5,1135,10950
1110,7750,74,120196,Petrol,110,1,0,1600,3,1050,9750
1111,8500,71,120000,Petrol,110,0,0,1600,5,1085,10500
1112,7750,78,120000,Petrol,110,0,0,1600,5,1075,9750
1113,5750,73,115877,Petrol,110,0,0,1600,4,1035,7750
1114,6900,76,115345,Petrol,110,1,0,1600,5,1070,8900
1115,6500,,115157,Petrol,110,1,0,1600,3,1050,8500
1116,6500,78,115000,Petrol,107,1,1,1600,5,1100,8500
1117,7600,77,114258,Petrol,86,1,0,1300,5,1050,9600
1118,8950,73,112963,Diesel,72,1,0,2000,5,1135,10950
1119,7450,74,112307,Petrol,110,1,0,1600,5,1070,9450
1120,7350,72,,Petrol,86,1,0,1300,3,1015,9350
1121,7750,73,111602,Petrol,86,,0,1300,3,1015,9750
1122,7460,80,111392,CNG,110,0,0,1598,3,1083,9460
1123,9250,76,110901,Petrol,110,1,0,1600,5,1085,11250
1124,7250,80,110887,Petrol,110,1,0,1600,3,1055,9250
1125,6500,72,110634,Petrol,86,1,0,1300,3,1015,8500
1126,6800,80,110000,Petrol,110,1,0,1600,4,1035,8800
1127,8700,75,109540,Petrol,110,0,0,1600,5,1085,10700
1128,7500,,109263,Petrol,110,0,0,1600,5,1070,9500
1129,7750,71,107516,Petrol,110,,0,1600,3,1050,9750
1130,7950,73,107108,Petrol,110,1,0,1600,3,1050,9950
1131,9950,75,107000,Petrol,110,1,0,1600,3,1050,11950
1132,6640,74,106250,Petrol,110,0,0,1600,5,1070,8640
1133,8750,71,106150,Petrol,86,0,0,1300,3,1015,10750
1134,7750,72,106108,Petrol,110,,0,1600,3,1050,9750
1135,5950,72,105856,Petrol,86,0,0,1300,3,1015,7950
1136,6750,77,105152,Petrol,86,0,0,1300,3,1015,8750
1137,6500,80,105135,Petrol,110,1,0,1600,3,1050,8500
1138,8750,76,104344,Petrol,110,1,0,1600,3,1050,10750
1139,7950,74,104150,Petrol,110,1,0,1600,3,1050,9950
1140,6750,74,104000,Petrol,86,1,0,1300,3,1010,8750
1141,7950,73,103121,Petrol,86,1,0,1300,5,1035,9950
1142,7950,80,102300,Petrol,86,1,0,1300,3,1015,9950
1143,8950,75,102005,Petrol,107,1,1,1600,5,1105,10950
1144,7750,77,102000,Petrol,86,1,0,1300,3,1015,9750
1145,6450,75,101855,Petrol,110,1,0,1600,5,1070,8450
1146,6900,74,101773,Petrol,110,0,0,1600,3,1050,8900
1147,8450,75,101159,Petrol,110,1,0,1600,5,1085,10450
1148,6750,74,101000,Petrol,86,0,0,1300,3,1015,8750
1149,8050,74,100732,Petrol,86,1,1,1300,4,1030,10050
1150,9500,79,100719,Petrol,110,0,0,1600,5,1070,11500
1151,7750,78,100487,Petrol,110,0,0,1600,4,1035,9750
1152,8500,80,100458,Petrol,110,0,0,1600,5,1085,10500
1153,7795,75,100192,Petrol,110,1,0,1600,3,1050,9795
1154,6490,80,100123,Petrol,110,1,0,1600,3,1050,8490
1155,7950,73,99971,Petrol,110,1,0,1600,3,1050,9950
1156,6425,79,99397,Petrol,86,0,0,1300,5,1035,8425
1157,8950,69,99374,Petrol,86,1,0,1300,5,1035,10950
1158,6950,72,99245,Petrol,110,1,0,1600,5,1114,8950
1159,8750,79,98742,Petrol,110,0,0,1600,5,1085,10750
1160,8450,71,98154,Petrol,110,1,0,1600,3,1050,10450
1161,7950,77,98000,Petrol,110,1,0,1600,5,1065,9950
1162,7950,80,97548,Petrol,86,0,0,1300,5,1035,9950
1163,8900,78,97534,Petrol,110,1,0,1600,5,1070,10900
1164,8950,73,97494,Petrol,110,1,0,1600,5,1085,10950
1165,8900,73,97085,Petrol,110,1,0,1600,5,1085,10900
1166,7950,69,97000,Petrol,110,0,0,1600,4,1035,9950
1167,6495,74,96302,Petrol,86,1,0,1300,3,1015,8495
1168,7250,78,96000,Petrol,86,1,0,1300,3,1015,9250
1169,9250,,96000,Petrol,110,1,0,1600,5,1085,11250
1170,6650,78,95909,Petrol,110,1,0,1600,5,1070,8650
1171,6990,79,95700,Petrol,110,0,0,1600,5,1085,8990
1172,7750,78,95651,Petrol,110,1,0,1600,5,1070,9750
1173,6950,79,95000,,86,1,0,1300,5,1035,8950
1174,7250,80,94447,Petrol,110,0,0,1600,3,1050,9250
1175,9950,,94079,Petrol,110,1,0,1600,5,1085,11950
1176,9250,,93841,Petrol,110,0,0,1600,5,1070,11250
1177,7200,79,93090,,86,1,0,1300,5,1035,9200
1178,8250,72,93066,Petrol,110,1,0,1600,5,1075,10250
1179,8950,79,93039,Petrol,110,1,0,1600,3,1050,10950
1180,8250,77,93000,,110,1,0,1600,5,1075,10250
1181,6250,80,92830,Petrol,86,1,0,1300,3,1015,8250
1182,9900,80,92255,Petrol,107,0,1,1600,5,1105,11900
1183,7300,80,92096,Petrol,86,1,0,1300,5,1035,9300
1184,8950,72,91921,Petrol,86,1,0,1300,3,1020,10950
1185,6500,70,91900,Petrol,86,1,0,1300,3,1015,8500
1186,7950,78,91399,Petrol,110,1,0,1600,5,1070,9950
1187,7450,75,91082,Petrol,110,,0,1600,3,1050,9450
1188,7950,71,90370,Petrol,86,1,0,1300,5,1035,9950
1189,8500,78,90345,Petrol,86,1,0,1300,5,1035,10500
1190,6950,77,90305,Petrol,86,1,0,1300,3,1015,8950
1191,7950,78,90011,Petrol,86,0,1,1300,3,1045,9950
1192,6750,77,90000,,86,1,0,1300,3,1015,8750
1193,8450,70,89983,Petrol,110,0,0,1600,3,1055,10450
1194,7500,78,89953,Petrol,110,0,0,1600,5,1114,9500
1195,8750,74,89800,Diesel,72,1,0,2000,3,1115,10750
1196,8750,79,89739,Petrol,86,1,0,1300,5,1035,10750
1197,8950,76,89520,Petrol,110,1,0,1600,3,1050,10950
1198,7450,,89507,Petrol,86,0,0,1300,3,1015,9450
1199,9200,69,89096,Petrol,110,1,0,1600,5,1085,11200
1200,8950,74,88700,Petrol,110,1,0,1600,3,1050,10950
1201,7850,72,88500,Petrol,110,,0,1600,5,1075,9850
1202,6950,73,88186,Diesel,72,1,0,2000,3,1115,8950
1203,7200,75,88000,Petrol,110,1,0,1600,3,1050,9200
1204,7450,78,87743,Petrol,110,0,0,1600,3,1055,9450
1205,6750,75,87613,Petrol,86,0,0,1300,3,1015,8750
1206,7500,73,87358,Petrol,110,1,0,1600,3,1050,9500
1207,7450,,87083,Petrol,110,0,0,1600,4,1035,9450
1208,7950,70,87000,Petrol,110,,0,1600,4,1035,9950
1209,7250,78,87000,Petrol,110,1,0,1600,4,1035,9250
1210,7950,,87000,Petrol,86,1,0,1300,3,1015,9950
1211,8250,80,87000,Petrol,86,1,0,1300,3,1015,10250
1212,8250,72,86860,Petrol,110,0,0,1600,5,1075,10250
1213,6750,80,86109,Petrol,110,1,0,1600,3,1055,8750
1214,8750,79,86000,,86,1,0,1300,5,1040,10750
1215,8950,80,86000,Petrol,110,0,0,1600,3,1050,10950
1216,8500,70,85864,Diesel,72,1,0,2000,5,1135,10500
1217,8250,80,85565,Petrol,110,0,0,1600,5,1070,10250
1218,9450,70,85470,Petrol,107,0,1,1600,3,1080,11450
1219,7950,73,85200,Petrol,110,1,0,1600,3,1050,9950
1220,7900,70,85000,Petrol,110,1,0,1600,3,1055,9900
1221,8500,73,84988,Petrol,110,1,0,1600,3,1050,10500
1222,8250,79,84966,Petrol,110,0,0,1600,5,1070,10250
1223,8250,76,84472,Petrol,110,1,0,1600,5,1070,10250
1224,8950,73,84402,Petrol,110,1,0,1600,4,1035,10950
1225,7950,74,84123,Petrol,110,0,0,1600,3,1050,9950
1226,6950,,84000,Petrol,110,0,0,1600,5,1075,8950
1227,7250,78,84000,Petrol,110,1,0,1600,5,1065,9250
1228,7750,77,84000,Petrol,110,1,0,1600,5,1085,9750
1229,8700,75,83850,Petrol,110,,0,1600,3,1055,10700
1230,8950,,83540,Petrol,110,1,0,1600,5,1070,10950
1231,6750,76,83405,Petrol,110,1,0,1600,5,1070,8750
1232,7500,71,83291,Petrol,110,1,0,1600,5,1070,9500
1233,7950,69,83133,Petrol,86,0,0,1300,3,1015,9950
1234,8950,71,83047,,86,1,1,1300,3,1045,10950
1235,7950,71,82700,Petrol,110,0,0,1600,3,1050,9950
1236,7450,,82675,Petrol,86,0,0,1300,3,1015,9450
1237,5950,78,82595,,86,1,0,1300,3,1015,7950
1238,7750,75,82256,Petrol,110,1,0,1600,3,1050,9750
1239,6950,77,82103,Petrol,86,1,0,1300,3,1015,8950
1240,8750,80,82021,Petrol,86,1,0,1300,5,1035,10750
1241,8950,71,82000,,110,1,0,1600,5,1075,10950
1242,7495,79,81988,Petrol,110,1,0,1600,5,1070,9495
1243,7750,76,81930,Petrol,110,,0,1600,5,1070,9750
1244,6950,70,81663,,110,0,0,1600,3,1050,8950
1245,7990,77,80486,Petrol,,1,0,1600,5,1070,9990
1246,7250,78,80000,Petrol,110,1,0,1600,4,1065,9250
1247,6900,69,79000,Petrol,86,0,0,1300,3,1015,8900
1248,7750,74,78894,Petrol,110,0,0,1600,5,1070,9750
1249,7250,,78689,Petrol,110,0,0,1600,4,1035,9250
1250,8950,77,78435,Petrol,86,0,0,1300,3,1015,10950
1251,8500,71,78260,Petrol,110,0,0,1600,3,1050,10500
1252,7950,72,78120,,110,1,0,1600,5,1075,9950
1253,6950,77,77000,Petrol,86,,0,1300,3,1015,8950
1254,8000,,77000,Petrol,110,0,0,1600,3,1050,10000
1255,7950,75,76382,Petrol,110,,0,1600,3,1055,9950
1256,8500,76,76268,Petrol,86,1,0,1300,3,1015,10500
1257,7490,73,76151,Petrol,86,1,0,1300,3,1015,9490
1258,8250,80,76000,Petrol,110,,0,1600,3,1050,10250
1259,9250,71,76000,Petrol,110,1,0,1600,5,1070,11250
1260,7950,72,75840,Petrol,86,0,0,1300,5,1035,9950
1261,9500,77,75799,Petrol,110,1,0,1600,3,1050,11500
1262,8950,72,75525,Petrol,110,1,0,1600,3,1114,10950
1263,8450,78,75323,Petrol,86,1,0,1300,5,1050,10450
1264,7995,79,75322,Petrol,110,1,0,1600,4,1115,9995
1265,8750,78,75226,Petrol,110,0,0,1600,4,1035,10750
1266,5950,71,75085,Petrol,86,0,0,1300,5,1035,7950
1267,8500,73,75000,Petrol,110,0,0,1600,5,1075,10500
1268,8950,69,75000,Petrol,86,1,0,1300,4,1000,10950
1269,8750,69,75000,Petrol,86,1,0,1300,4,1000,10750
1270,7600,78,74926,Petrol,110,1,0,1600,5,1075,9600
1271,7145,80,74785,Petrol,110,1,0,1600,5,1070,9145
1272,8450,69,74573,Petrol,110,1,0,1600,5,1085,10450
1273,5950,,74567,Petrol,86,1,0,1300,3,1015,7950
1274,9000,80,74196,Petrol,110,,0,1600,5,1075,11000
1275,7250,80,74151,Petrol,110,1,0,1600,3,1050,9250
1276,7400,75,74096,Petrol,110,1,0,1600,3,1050,9400
1277,8800,79,74093,Petrol,110,1,0,1600,5,1075,10800
1278,7750,71,74000,Petrol,110,0,0,1600,3,1050,9750
1279,7500,75,74000,Petrol,86,1,0,1300,3,1015,9500
1280,8450,78,73638,Petrol,86,1,1,1300,4,1015,10450
1281,7400,,73460,Petrol,110,1,0,1600,5,1070,9400
1282,7500,80,73200,Petrol,110,1,0,1600,5,1070,9500
1283,8950,76,73116,Petrol,110,1,0,1600,5,1075,10950
1284,8950,,73014,Petrol,110,,0,1600,5,1075,10950
1285,7950,77,72703,Petrol,110,1,0,1600,3,1050,9950
1286,7950,79,72328,Petrol,110,1,0,1600,5,1075,9950
1287,7950,78,72222,Petrol,110,1,0,1600,5,1070,9950
1288,8950,71,72128,Petrol,107,1,1,1600,5,1100,10950
1289,7750,78,72090,Petrol,110,1,0,1600,5,1070,9750
1290,8250,78,72000,Petrol,110,1,0,1600,4,1035,10250
1291,7950,78,72000,Petrol,110,0,0,1600,3,1055,9950
1292,7750,77,71900,Petrol,86,1,0,1300,3,1015,9750
1293,8500,77,71825,Petrol,110,0,0,1600,5,1075,10500
1294,6950,80,71740,Petrol,110,1,0,1600,5,1070,8950
1295,7500,80,71500,Petrol,110,1,0,1600,4,1035,9500
1296,7750,79,71359,Petrol,110,1,0,1600,3,1050,9750
1297,5950,79,71263,Petrol,86,,0,1300,3,1015,7950
1298,7500,78,71186,Petrol,110,0,0,1600,3,1050,9500
1299,8950,72,71054,Petrol,86,0,1,1300,3,1045,10950
1300,7950,76,71000,Petrol,110,1,0,1600,3,1050,9950
1301,6900,80,70939,Petrol,110,1,1,1600,5,1100,8900
1302,7450,77,70932,Petrol,110,1,0,1600,3,1050,9450
1303,8500,80,70597,Petrol,107,1,1,1600,3,1080,10500
1304,7500,73,70482,Petrol,110,1,0,1600,5,1075,9500
1305,8750,77,70124,Petrol,110,1,0,1600,3,1050,10750
1306,7500,76,70039,,110,1,0,1600,3,1050,9500
1307,9950,80,69904,Petrol,110,0,0,1600,5,1070,11950
1308,7950,75,69388,Petrol,86,0,0,1300,3,1010,9950
1309,9950,75,69320,Petrol,110,1,0,1600,5,1070,11950
1310,9250,78,69000,Petrol,110,,0,1600,5,1075,11250
1311,9250,73,68988,Petrol,86,1,0,1300,5,1035,11250
1312,9950,,68945,Petrol,110,1,0,1600,5,1085,11950
1313,5950,74,68285,Petrol,110,1,0,1600,3,1050,7950
1314,7995,,68000,,110,1,0,1600,5,1075,9995
